"user_id","recommended_product_id","recommendation_score","recommendation_type","generated_date"
"USR_000955","PROD_000115","0,956","TRENDING","2024-12-06T05:49:39.703289622"
"USR_000955","PROD_000120","0,650","CONTENT_BASED","2024-12-06T13:49:39.703297931"
"USR_000955","PROD_000470","0,778","POPULARITY","2024-12-06T03:49:39.703306404"
"USR_000955","PROD_000353","0,802","COLLABORATIVE","2024-12-06T19:49:39.703319330"
"USR_000955","PROD_000065","0,887","CONTENT_BASED","2024-12-06T05:49:39.703327988"
"USR_000196","PROD_000229","0,681","TRENDING","2024-12-06T00:49:39.703338199"
"USR_000196","PROD_000289","0,692","CONTENT_BASED","2024-12-06T09:49:39.703346549"
"USR_000196","PROD_000291","0,943","CONTENT_BASED","2024-12-05T23:49:39.703354698"
"USR_000196","PROD_000378","0,872","TRENDING","2024-12-06T17:49:39.703362941"
"USR_000196","PROD_000216","0,688","POPULARITY","2024-12-06T17:49:39.703371002"
"USR_000674","PROD_000390","0,560","CONTENT_BASED","2024-12-05T23:49:39.703389931"
"USR_000674","PROD_000043","0,967","POPULARITY","2024-12-06T16:49:39.703398910"
"USR_000674","PROD_000173","0,724","TRENDING","2024-12-06T11:49:39.703407580"
"USR_000674","PROD_000065","0,526","TRENDING","2024-12-06T22:49:39.703415993"
"USR_000674","PROD_000306","0,539","TRENDING","2024-12-06T10:49:39.703424171"
"USR_000525","PROD_000417","0,950","COLLABORATIVE","2024-12-06T11:49:39.703433888"
"USR_000525","PROD_000342","0,603","COLLABORATIVE","2024-12-05T23:49:39.703446782"
"USR_000525","PROD_000447","0,773","TRENDING","2024-12-06T14:49:39.703455664"
"USR_000525","PROD_000356","0,912","CONTENT_BASED","2024-12-06T07:49:39.703464332"
"USR_000525","PROD_000295","0,561","TRENDING","2024-12-06T13:49:39.703472001"
"USR_000162","PROD_000004","0,905","TRENDING","2024-12-06T13:49:39.703481951"
"USR_000162","PROD_000165","0,515","TRENDING","2024-12-06T05:49:39.703490172"
"USR_000162","PROD_000488","0,752","TRENDING","2024-12-06T06:49:39.703498414"
"USR_000162","PROD_000493","0,960","TRENDING","2024-12-06T11:49:39.703511560"
"USR_000162","PROD_000343","0,774","COLLABORATIVE","2024-12-06T02:49:39.703520340"
"USR_000591","PROD_000486","0,896","COLLABORATIVE","2024-12-06T02:49:39.703530471"
"USR_000591","PROD_000441","0,518","TRENDING","2024-12-06T13:49:39.703538866"
"USR_000591","PROD_000271","0,802","COLLABORATIVE","2024-12-06T04:49:39.703547151"
"USR_000591","PROD_000195","0,836","COLLABORATIVE","2024-12-06T12:49:39.703556846"
"USR_000591","PROD_000168","0,938","COLLABORATIVE","2024-12-06T05:49:39.703570298"
"USR_000494","PROD_000166","0,981","POPULARITY","2024-12-06T19:49:39.703580885"
"USR_000494","PROD_000381","0,716","COLLABORATIVE","2024-12-06T06:49:39.703589277"
"USR_000494","PROD_000386","0,511","CONTENT_BASED","2024-12-06T16:49:39.703597450"
"USR_000494","PROD_000375","0,675","POPULARITY","2024-12-06T17:49:39.703605671"
"USR_000494","PROD_000150","0,611","POPULARITY","2024-12-06T22:49:39.703613890"
"USR_000668","PROD_000448","0,697","POPULARITY","2024-12-06T07:49:39.703628131"
"USR_000668","PROD_000400","0,960","COLLABORATIVE","2024-12-06T04:49:39.703636593"
"USR_000668","PROD_000177","0,554","CONTENT_BASED","2024-12-06T03:49:39.703644798"
"USR_000668","PROD_000229","0,560","COLLABORATIVE","2024-12-06T12:49:39.703652798"
"USR_000668","PROD_000470","0,634","CONTENT_BASED","2024-12-06T03:49:39.703660791"
"USR_000875","PROD_000055","0,880","COLLABORATIVE","2024-12-06T06:49:39.703670826"
"USR_000875","PROD_000014","0,518","COLLABORATIVE","2024-12-06T04:49:39.703683979"
"USR_000875","PROD_000457","0,874","POPULARITY","2024-12-06T08:49:39.703692963"
"USR_000875","PROD_000246","0,667","TRENDING","2024-12-06T01:49:39.703701454"
"USR_000875","PROD_000186","0,562","POPULARITY","2024-12-06T08:49:39.703709632"
"USR_000051","PROD_000191","0,643","TRENDING","2024-12-06T01:49:39.703719629"
"USR_000051","PROD_000295","0,641","CONTENT_BASED","2024-12-05T23:49:39.703728013"
"USR_000051","PROD_000447","0,911","TRENDING","2024-12-06T02:49:39.703736440"
"USR_000051","PROD_000404","0,580","POPULARITY","2024-12-06T07:49:39.703749324"
"USR_000051","PROD_000118","0,915","TRENDING","2024-12-06T22:49:39.703758007"
"USR_000541","PROD_000050","0,870","COLLABORATIVE","2024-12-06T08:49:39.703767936"
"USR_000541","PROD_000127","0,624","CONTENT_BASED","2024-12-06T03:49:39.703776220"
"USR_000541","PROD_000139","0,975","CONTENT_BASED","2024-12-06T21:49:39.703784448"
"USR_000541","PROD_000117","0,764","TRENDING","2024-12-06T03:49:39.703792733"
"USR_000541","PROD_000125","0,695","POPULARITY","2024-12-06T10:49:39.703806249"
"USR_000267","PROD_000023","0,937","COLLABORATIVE","2024-12-06T14:49:39.703817090"
"USR_000267","PROD_000181","0,960","COLLABORATIVE","2024-12-05T23:49:39.703825504"
"USR_000267","PROD_000484","0,849","TRENDING","2024-12-06T14:49:39.703833808"
"USR_000267","PROD_000089","0,917","POPULARITY","2024-12-06T02:49:39.703842305"
"USR_000267","PROD_000042","0,938","COLLABORATIVE","2024-12-06T07:49:39.703850762"
"USR_000825","PROD_000003","0,501","COLLABORATIVE","2024-12-06T04:49:39.703870574"
"USR_000825","PROD_000185","0,977","CONTENT_BASED","2024-12-06T07:49:39.703879612"
"USR_000825","PROD_000211","0,665","CONTENT_BASED","2024-12-06T16:49:39.703887781"
"USR_000825","PROD_000278","0,536","POPULARITY","2024-12-06T08:49:39.703896077"
"USR_000825","PROD_000266","0,559","CONTENT_BASED","2024-12-06T14:49:39.703904340"
"USR_000373","PROD_000486","0,643","CONTENT_BASED","2024-12-06T00:49:39.703914467"
"USR_000373","PROD_000381","0,889","TRENDING","2024-12-06T14:49:39.703922668"
"USR_000373","PROD_000061","0,657","POPULARITY","2024-12-06T21:49:39.703935557"
"USR_000373","PROD_000423","0,829","COLLABORATIVE","2024-12-06T05:49:39.703944017"
"USR_000373","PROD_000198","0,926","TRENDING","2024-12-06T02:49:39.703961331"
"USR_000748","PROD_000250","0,871","TRENDING","2024-12-06T08:49:39.703972827"
"USR_000748","PROD_000445","0,832","POPULARITY","2024-12-06T15:49:39.703981037"
"USR_000748","PROD_000162","0,890","COLLABORATIVE","2024-12-06T13:49:39.703989276"
"USR_000748","PROD_000381","0,866","COLLABORATIVE","2024-12-06T01:49:39.704002848"
"USR_000748","PROD_000254","0,646","POPULARITY","2024-12-06T01:49:39.704011411"
"USR_000922","PROD_000218","0,701","TRENDING","2024-12-06T09:49:39.704021569"
"USR_000922","PROD_000206","0,658","CONTENT_BASED","2024-12-06T15:49:39.704031263"
"USR_000922","PROD_000293","0,732","POPULARITY","2024-12-06T22:49:39.704040769"
"USR_000922","PROD_000230","0,877","COLLABORATIVE","2024-12-06T08:49:39.704048877"
"USR_000922","PROD_000100","0,559","COLLABORATIVE","2024-12-06T18:49:39.704061781"
"USR_000048","PROD_000052","0,727","POPULARITY","2024-12-06T09:49:39.704072710"
"USR_000048","PROD_000035","0,845","CONTENT_BASED","2024-12-06T04:49:39.704081048"
"USR_000048","PROD_000300","0,568","TRENDING","2024-12-06T06:49:39.704089260"
"USR_000048","PROD_000021","0,536","POPULARITY","2024-12-06T18:49:39.704098515"
"USR_000048","PROD_000348","0,650","POPULARITY","2024-12-06T10:49:39.704106664"
"USR_000132","PROD_000168","0,904","POPULARITY","2024-12-06T18:49:39.704116719"
"USR_000132","PROD_000458","0,647","TRENDING","2024-12-06T08:49:39.704130843"
"USR_000132","PROD_000439","0,862","TRENDING","2024-12-06T22:49:39.704139371"
"USR_000132","PROD_000110","0,761","COLLABORATIVE","2024-12-06T22:49:39.704147236"
"USR_000132","PROD_000147","0,576","TRENDING","2024-12-06T07:49:39.704155165"
"USR_000926","PROD_000143","0,533","TRENDING","2024-12-06T13:49:39.704165055"
"USR_000926","PROD_000319","0,804","COLLABORATIVE","2024-12-06T03:49:39.704180907"
"USR_000926","PROD_000239","0,798","POPULARITY","2024-12-06T10:49:39.704196912"
"USR_000926","PROD_000167","0,541","COLLABORATIVE","2024-12-06T02:49:39.704205753"
"USR_000926","PROD_000127","0,932","TRENDING","2024-12-06T02:49:39.704220295"
"USR_000353","PROD_000382","0,575","POPULARITY","2024-12-06T02:49:39.704230804"
"USR_000353","PROD_000439","0,650","POPULARITY","2024-12-06T16:49:39.704239096"
"USR_000353","PROD_000483","0,930","TRENDING","2024-12-05T23:49:39.704249214"
"USR_000353","PROD_000456","0,558","COLLABORATIVE","2024-12-06T21:49:39.704257555"
"USR_000353","PROD_000380","0,775","TRENDING","2024-12-06T21:49:39.704270688"
"USR_000079","PROD_000302","0,589","COLLABORATIVE","2024-12-06T21:49:39.704281287"
"USR_000079","PROD_000167","0,548","COLLABORATIVE","2024-12-06T22:49:39.704289542"
"USR_000079","PROD_000467","0,736","CONTENT_BASED","2024-12-06T12:49:39.704298910"
"USR_000079","PROD_000170","0,642","CONTENT_BASED","2024-12-06T01:49:39.704307097"
"USR_000079","PROD_000072","0,900","COLLABORATIVE","2024-12-06T16:49:39.704315592"
"USR_000466","PROD_000064","0,802","POPULARITY","2024-12-06T21:49:39.704330712"
"USR_000466","PROD_000058","0,996","COLLABORATIVE","2024-12-06T03:49:39.704339353"
"USR_000466","PROD_000024","0,567","TRENDING","2024-12-06T21:49:39.704347482"
"USR_000466","PROD_000403","0,804","CONTENT_BASED","2024-12-06T07:49:39.704355515"
"USR_000466","PROD_000352","0,973","CONTENT_BASED","2024-12-06T08:49:39.704363760"
"USR_000078","PROD_000002","0,915","CONTENT_BASED","2024-12-06T21:49:39.704373874"
"USR_000078","PROD_000038","0,589","POPULARITY","2024-12-06T02:49:39.704391506"
"USR_000078","PROD_000271","0,563","COLLABORATIVE","2024-12-06T18:49:39.704400748"
"USR_000078","PROD_000296","0,611","COLLABORATIVE","2024-12-06T06:49:39.704409560"
"USR_000078","PROD_000463","0,559","COLLABORATIVE","2024-12-06T13:49:39.704418098"
"USR_000411","PROD_000484","0,507","CONTENT_BASED","2024-12-06T07:49:39.704428227"
"USR_000411","PROD_000388","0,920","COLLABORATIVE","2024-12-05T23:49:39.704437866"
"USR_000411","PROD_000406","0,815","POPULARITY","2024-12-06T20:49:39.704452524"
"USR_000411","PROD_000005","0,584","COLLABORATIVE","2024-12-05T23:49:39.704461267"
"USR_000411","PROD_000485","0,552","CONTENT_BASED","2024-12-06T05:49:39.704469345"
"USR_000376","PROD_000272","0,925","TRENDING","2024-12-06T16:49:39.704479093"
"USR_000376","PROD_000119","0,913","COLLABORATIVE","2024-12-06T20:49:39.704487198"
"USR_000376","PROD_000461","0,930","TRENDING","2024-12-06T13:49:39.704495197"
"USR_000376","PROD_000423","0,739","POPULARITY","2024-12-06T01:49:39.704503323"
"USR_000376","PROD_000228","0,578","COLLABORATIVE","2024-12-06T00:49:39.704516763"
"USR_000795","PROD_000336","0,970","TRENDING","2024-12-06T01:49:39.704527576"
"USR_000795","PROD_000085","0,522","TRENDING","2024-12-06T15:49:39.704535992"
"USR_000795","PROD_000095","0,514","CONTENT_BASED","2024-12-05T23:49:39.704544445"
"USR_000795","PROD_000109","0,997","TRENDING","2024-12-06T11:49:39.704552709"
"USR_000795","PROD_000472","0,983","TRENDING","2024-12-06T14:49:39.704561287"
"USR_000355","PROD_000312","0,569","CONTENT_BASED","2024-12-06T01:49:39.704576266"
"USR_000355","PROD_000494","0,709","COLLABORATIVE","2024-12-06T05:49:39.704584968"
"USR_000355","PROD_000493","0,838","COLLABORATIVE","2024-12-06T01:49:39.704593213"
"USR_000355","PROD_000425","0,865","COLLABORATIVE","2024-12-06T19:49:39.704601590"
"USR_000355","PROD_000482","0,701","COLLABORATIVE","2024-12-06T06:49:39.704609878"
"USR_000650","PROD_000006","0,731","COLLABORATIVE","2024-12-06T06:49:39.704620284"
"USR_000650","PROD_000045","0,976","COLLABORATIVE","2024-12-06T20:49:39.704633408"
"USR_000650","PROD_000044","0,830","COLLABORATIVE","2024-12-06T05:49:39.704642291"
"USR_000650","PROD_000273","0,713","CONTENT_BASED","2024-12-06T16:49:39.704650671"
"USR_000650","PROD_000172","0,840","POPULARITY","2024-12-06T15:49:39.704659045"
"USR_000892","PROD_000446","0,635","TRENDING","2024-12-06T05:49:39.704669273"
"USR_000892","PROD_000220","0,515","TRENDING","2024-12-06T22:49:39.704677424"
"USR_000892","PROD_000408","0,606","CONTENT_BASED","2024-12-06T17:49:39.704685296"
"USR_000892","PROD_000225","0,839","CONTENT_BASED","2024-12-06T00:49:39.704698110"
"USR_000892","PROD_000035","0,682","COLLABORATIVE","2024-12-06T19:49:39.704708011"
"USR_000730","PROD_000474","0,769","POPULARITY","2024-12-06T17:49:39.704718328"
"USR_000730","PROD_000251","0,649","CONTENT_BASED","2024-12-06T21:49:39.704726577"
"USR_000730","PROD_000294","0,577","TRENDING","2024-12-06T00:49:39.704734664"
"USR_000730","PROD_000262","0,865","POPULARITY","2024-12-06T05:49:39.704742670"
"USR_000730","PROD_000462","0,779","TRENDING","2024-12-06T15:49:39.704755589"
"USR_000714","PROD_000348","0,710","POPULARITY","2024-12-06T07:49:39.704765920"
"USR_000714","PROD_000187","0,893","COLLABORATIVE","2024-12-06T07:49:39.704774145"
"USR_000714","PROD_000184","0,580","COLLABORATIVE","2024-12-06T20:49:39.704782232"
"USR_000714","PROD_000487","0,546","TRENDING","2024-12-06T11:49:39.704790283"
"USR_000714","PROD_000426","0,661","POPULARITY","2024-12-06T15:49:39.704798255"
"USR_000951","PROD_000031","0,614","COLLABORATIVE","2024-12-06T00:49:39.704812464"
"USR_000951","PROD_000099","0,851","CONTENT_BASED","2024-12-06T14:49:39.704821200"
"USR_000951","PROD_000315","0,854","TRENDING","2024-12-06T01:49:39.704829387"
"USR_000951","PROD_000012","0,702","TRENDING","2024-12-06T00:49:39.704837312"
"USR_000951","PROD_000493","0,649","TRENDING","2024-12-06T04:49:39.704845285"
"USR_000745","PROD_000344","0,625","POPULARITY","2024-12-06T15:49:39.704855158"
"USR_000745","PROD_000415","0,658","CONTENT_BASED","2024-12-06T16:49:39.704863411"
"USR_000745","PROD_000415","0,831","TRENDING","2024-12-06T22:49:39.704880421"
"USR_000745","PROD_000155","0,611","CONTENT_BASED","2024-12-05T23:49:39.704889161"
"USR_000745","PROD_000079","0,762","CONTENT_BASED","2024-12-06T14:49:39.704898858"
"USR_000505","PROD_000444","0,912","TRENDING","2024-12-06T15:49:39.704909105"
"USR_000505","PROD_000382","0,927","COLLABORATIVE","2024-12-06T12:49:39.704917412"
"USR_000505","PROD_000008","0,739","COLLABORATIVE","2024-12-06T00:49:39.704925750"
"USR_000505","PROD_000084","0,802","CONTENT_BASED","2024-12-06T12:49:39.704938942"
"USR_000505","PROD_000285","0,675","POPULARITY","2024-12-06T16:49:39.704947588"
"USR_000026","PROD_000376","0,710","COLLABORATIVE","2024-12-06T22:49:39.704958018"
"USR_000026","PROD_000412","0,736","POPULARITY","2024-12-06T21:49:39.704965905"
"USR_000026","PROD_000294","0,741","TRENDING","2024-12-06T18:49:39.704974310"
"USR_000026","PROD_000109","0,921","CONTENT_BASED","2024-12-06T08:49:39.704982890"
"USR_000026","PROD_000417","0,843","COLLABORATIVE","2024-12-06T17:49:39.704996317"
"USR_000328","PROD_000006","0,547","COLLABORATIVE","2024-12-06T09:49:39.705006996"
"USR_000328","PROD_000038","0,676","TRENDING","2024-12-06T03:49:39.705015232"
"USR_000328","PROD_000200","0,551","TRENDING","2024-12-06T12:49:39.705023301"
"USR_000328","PROD_000305","0,915","CONTENT_BASED","2024-12-06T22:49:39.705031455"
"USR_000328","PROD_000056","0,735","CONTENT_BASED","2024-12-06T12:49:39.705039188"
"USR_000934","PROD_000220","0,685","POPULARITY","2024-12-05T23:49:39.705054074"
"USR_000934","PROD_000427","0,691","POPULARITY","2024-12-06T14:49:39.705062693"
"USR_000934","PROD_000187","0,769","CONTENT_BASED","2024-12-05T23:49:39.705070850"
"USR_000934","PROD_000310","0,844","TRENDING","2024-12-05T23:49:39.705079110"
"USR_000934","PROD_000402","0,811","POPULARITY","2024-12-06T19:49:39.705087695"
"USR_000599","PROD_000161","0,741","CONTENT_BASED","2024-12-06T19:49:39.705098071"
"USR_000599","PROD_000105","0,988","POPULARITY","2024-12-06T07:49:39.705106505"
"USR_000599","PROD_000183","0,623","COLLABORATIVE","2024-12-06T09:49:39.705119691"
"USR_000599","PROD_000126","0,773","COLLABORATIVE","2024-12-06T22:49:39.705128449"
"USR_000599","PROD_000449","0,798","CONTENT_BASED","2024-12-06T06:49:39.705137017"
"USR_000769","PROD_000079","0,530","POPULARITY","2024-12-06T09:49:39.705147351"
"USR_000769","PROD_000157","0,678","TRENDING","2024-12-06T17:49:39.705155642"
"USR_000769","PROD_000275","0,658","COLLABORATIVE","2024-12-06T12:49:39.705163850"
"USR_000769","PROD_000287","0,696","CONTENT_BASED","2024-12-06T09:49:39.705187270"
"USR_000769","PROD_000040","0,873","CONTENT_BASED","2024-12-06T02:49:39.705196997"
"USR_000017","PROD_000076","0,650","POPULARITY","2024-12-06T12:49:39.705207519"
"USR_000017","PROD_000184","0,634","COLLABORATIVE","2024-12-06T05:49:39.705216065"
"USR_000017","PROD_000213","0,772","TRENDING","2024-12-06T08:49:39.705224611"
"USR_000017","PROD_000018","0,924","CONTENT_BASED","2024-12-06T07:49:39.705232900"
"USR_000017","PROD_000385","0,635","CONTENT_BASED","2024-12-06T05:49:39.705246152"
"USR_000947","PROD_000031","0,606","COLLABORATIVE","2024-12-06T03:49:39.705257047"
"USR_000947","PROD_000244","0,530","TRENDING","2024-12-06T07:49:39.705265400"
"USR_000947","PROD_000007","0,691","COLLABORATIVE","2024-12-05T23:49:39.705274964"
"USR_000947","PROD_000376","0,896","TRENDING","2024-12-06T21:49:39.705283658"
"USR_000947","PROD_000136","0,627","POPULARITY","2024-12-06T21:49:39.705291833"
"USR_000297","PROD_000117","0,635","CONTENT_BASED","2024-12-06T03:49:39.705301836"
"USR_000297","PROD_000393","0,977","TRENDING","2024-12-06T00:49:39.705314848"
"USR_000297","PROD_000234","0,803","POPULARITY","2024-12-06T14:49:39.705323431"
"USR_000297","PROD_000438","0,918","POPULARITY","2024-12-06T22:49:39.705331546"
"USR_000297","PROD_000387","0,558","COLLABORATIVE","2024-12-05T23:49:39.705339365"
"USR_000137","PROD_000423","0,920","TRENDING","2024-12-06T18:49:39.705349503"
"USR_000137","PROD_000391","0,795","POPULARITY","2024-12-06T11:49:39.705357487"
"USR_000137","PROD_000321","0,806","COLLABORATIVE","2024-12-06T05:49:39.705374597"
"USR_000137","PROD_000419","0,570","TRENDING","2024-12-06T03:49:39.705383532"
"USR_000137","PROD_000245","0,953","COLLABORATIVE","2024-12-06T06:49:39.705391610"
"USR_000646","PROD_000069","0,988","COLLABORATIVE","2024-12-06T11:49:39.705401831"
"USR_000646","PROD_000209","0,774","CONTENT_BASED","2024-12-06T07:49:39.705410082"
"USR_000646","PROD_000003","0,536","POPULARITY","2024-12-06T07:49:39.705418191"
"USR_000646","PROD_000381","0,726","TRENDING","2024-12-06T06:49:39.705431256"
"USR_000646","PROD_000103","0,811","TRENDING","2024-12-06T11:49:39.705440005"
"USR_000555","PROD_000375","0,827","COLLABORATIVE","2024-12-06T22:49:39.705450142"
"USR_000555","PROD_000251","0,537","TRENDING","2024-12-06T11:49:39.705458119"
"USR_000555","PROD_000404","0,757","POPULARITY","2024-12-06T13:49:39.705466394"
"USR_000555","PROD_000151","0,865","COLLABORATIVE","2024-12-06T14:49:39.705474604"
"USR_000555","PROD_000147","0,880","COLLABORATIVE","2024-12-06T12:49:39.705482711"
"USR_000699","PROD_000408","0,576","CONTENT_BASED","2024-12-06T19:49:39.705497718"
"USR_000699","PROD_000400","0,605","TRENDING","2024-12-06T17:49:39.705506462"
"USR_000699","PROD_000211","0,973","COLLABORATIVE","2024-12-06T20:49:39.705514737"
"USR_000699","PROD_000406","0,767","CONTENT_BASED","2024-12-05T23:49:39.705522710"
"USR_000699","PROD_000220","0,603","TRENDING","2024-12-06T20:49:39.705530921"
"USR_000023","PROD_000184","0,644","CONTENT_BASED","2024-12-06T07:49:39.705541095"
"USR_000023","PROD_000291","0,998","CONTENT_BASED","2024-12-06T15:49:39.705556200"
"USR_000023","PROD_000457","0,611","CONTENT_BASED","2024-12-06T00:49:39.705565305"
"USR_000023","PROD_000436","0,676","POPULARITY","2024-12-06T09:49:39.705574022"
"USR_000023","PROD_000481","0,915","TRENDING","2024-12-06T01:49:39.705582502"
"USR_000061","PROD_000198","0,816","TRENDING","2024-12-06T11:49:39.705592753"
"USR_000061","PROD_000159","0,826","TRENDING","2024-12-05T23:49:39.705600781"
"USR_000061","PROD_000293","0,551","CONTENT_BASED","2024-12-06T21:49:39.705613527"
"USR_000061","PROD_000170","0,731","CONTENT_BASED","2024-12-06T03:49:39.705622048"
"USR_000061","PROD_000352","0,712","TRENDING","2024-12-06T09:49:39.705629971"
"USR_000475","PROD_000494","0,854","POPULARITY","2024-12-06T13:49:39.705639852"
"USR_000475","PROD_000390","0,853","POPULARITY","2024-12-06T06:49:39.705647834"
"USR_000475","PROD_000477","0,660","POPULARITY","2024-12-06T00:49:39.705655848"
"USR_000475","PROD_000184","0,680","TRENDING","2024-12-06T05:49:39.705663923"
"USR_000475","PROD_000456","0,693","TRENDING","2024-12-06T11:49:39.705676886"
"USR_000902","PROD_000087","0,566","TRENDING","2024-12-06T20:49:39.705687470"
"USR_000902","PROD_000151","0,575","TRENDING","2024-12-06T22:49:39.705695776"
"USR_000902","PROD_000198","0,657","POPULARITY","2024-12-06T04:49:39.705703390"
"USR_000902","PROD_000337","0,840","COLLABORATIVE","2024-12-06T15:49:39.705711461"
"USR_000902","PROD_000430","0,992","POPULARITY","2024-12-06T01:49:39.705719740"
"USR_000560","PROD_000027","0,571","POPULARITY","2024-12-06T06:49:39.705734196"
"USR_000560","PROD_000246","0,638","TRENDING","2024-12-06T02:49:39.705742388"
"USR_000560","PROD_000484","0,845","TRENDING","2024-12-06T08:49:39.705750099"
"USR_000560","PROD_000361","0,721","TRENDING","2024-12-06T13:49:39.705757892"
"USR_000560","PROD_000138","0,781","POPULARITY","2024-12-06T02:49:39.705765533"
"USR_000190","PROD_000493","0,978","POPULARITY","2024-12-06T19:49:39.705775399"
"USR_000190","PROD_000060","0,811","COLLABORATIVE","2024-12-06T10:49:39.705783460"
"USR_000190","PROD_000487","0,583","CONTENT_BASED","2024-12-06T01:49:39.705795816"
"USR_000190","PROD_000435","0,856","COLLABORATIVE","2024-12-06T21:49:39.705804539"
"USR_000190","PROD_000447","0,767","POPULARITY","2024-12-06T05:49:39.705812385"
"USR_000649","PROD_000469","0,599","CONTENT_BASED","2024-12-06T15:49:39.705823355"
"USR_000649","PROD_000166","0,826","TRENDING","2024-12-06T19:49:39.705831707"
"USR_000649","PROD_000160","0,666","CONTENT_BASED","2024-12-06T02:49:39.705839591"
"USR_000649","PROD_000373","0,508","TRENDING","2024-12-06T09:49:39.705855445"
"USR_000649","PROD_000489","0,802","COLLABORATIVE","2024-12-06T00:49:39.705864269"
"USR_000857","PROD_000132","0,794","TRENDING","2024-12-05T23:49:39.705874403"
"USR_000857","PROD_000133","0,508","CONTENT_BASED","2024-12-06T13:49:39.705882771"
"USR_000857","PROD_000380","0,911","COLLABORATIVE","2024-12-06T12:49:39.705891014"
"USR_000857","PROD_000361","0,785","COLLABORATIVE","2024-12-06T21:49:39.705898924"
"USR_000857","PROD_000184","0,709","POPULARITY","2024-12-06T17:49:39.705911966"
"USR_000108","PROD_000396","0,812","CONTENT_BASED","2024-12-06T11:49:39.705922595"
"USR_000108","PROD_000077","0,871","TRENDING","2024-12-06T06:49:39.705930661"
"USR_000108","PROD_000331","0,796","POPULARITY","2024-12-06T02:49:39.705938214"
"USR_000108","PROD_000300","0,656","COLLABORATIVE","2024-12-06T05:49:39.705945934"
"USR_000108","PROD_000245","0,939","POPULARITY","2024-12-05T23:49:39.705953831"
"USR_000396","PROD_000102","0,523","TRENDING","2024-12-06T20:49:39.705963353"
"USR_000396","PROD_000000","0,972","TRENDING","2024-12-06T20:49:39.705975601"
"USR_000396","PROD_000199","0,824","CONTENT_BASED","2024-12-06T19:49:39.705985321"
"USR_000396","PROD_000258","0,851","TRENDING","2024-12-06T01:49:39.705993281"
"USR_000396","PROD_000392","0,989","TRENDING","2024-12-06T22:49:39.706001405"
"USR_000096","PROD_000478","0,636","TRENDING","2024-12-06T18:49:39.706010794"
"USR_000096","PROD_000393","0,935","POPULARITY","2024-12-06T02:49:39.706018419"
"USR_000096","PROD_000070","0,606","CONTENT_BASED","2024-12-06T08:49:39.706030448"
"USR_000096","PROD_000421","0,871","CONTENT_BASED","2024-12-06T16:49:39.706038727"
"USR_000096","PROD_000485","0,779","TRENDING","2024-12-06T11:49:39.706046543"
"USR_000202","PROD_000222","0,732","TRENDING","2024-12-06T10:49:39.706055976"
"USR_000202","PROD_000163","0,631","COLLABORATIVE","2024-12-06T07:49:39.706063465"
"USR_000202","PROD_000012","0,965","TRENDING","2024-12-06T20:49:39.706071890"
"USR_000202","PROD_000108","0,572","CONTENT_BASED","2024-12-06T04:49:39.706084336"
"USR_000202","PROD_000350","0,862","POPULARITY","2024-12-06T13:49:39.706092509"
"USR_000884","PROD_000400","0,602","TRENDING","2024-12-06T15:49:39.706101772"
"USR_000884","PROD_000150","0,838","COLLABORATIVE","2024-12-06T10:49:39.706109503"
"USR_000884","PROD_000320","0,890","POPULARITY","2024-12-06T03:49:39.706117883"
"USR_000884","PROD_000285","0,756","TRENDING","2024-12-05T23:49:39.706126407"
"USR_000884","PROD_000225","0,770","TRENDING","2024-12-06T06:49:39.706135479"
"USR_000291","PROD_000444","0,885","CONTENT_BASED","2024-12-06T01:49:39.706150220"
"USR_000291","PROD_000106","0,736","CONTENT_BASED","2024-12-06T05:49:39.706158487"
"USR_000291","PROD_000183","0,681","COLLABORATIVE","2024-12-06T06:49:39.706166731"
"USR_000291","PROD_000139","0,926","POPULARITY","2024-12-06T01:49:39.706181827"
"USR_000291","PROD_000371","0,759","TRENDING","2024-12-06T17:49:39.706189586"
"USR_000640","PROD_000334","0,694","TRENDING","2024-12-06T04:49:39.706198958"
"USR_000640","PROD_000407","0,914","COLLABORATIVE","2024-12-06T11:49:39.706214840"
"USR_000640","PROD_000339","0,970","CONTENT_BASED","2024-12-06T07:49:39.706223655"
"USR_000640","PROD_000129","0,610","POPULARITY","2024-12-06T15:49:39.706232080"
"USR_000640","PROD_000276","0,526","TRENDING","2024-12-06T04:49:39.706240344"
"USR_000756","PROD_000022","0,768","TRENDING","2024-12-06T01:49:39.706250261"
"USR_000756","PROD_000348","0,906","CONTENT_BASED","2024-12-06T12:49:39.706258370"
"USR_000756","PROD_000125","0,944","CONTENT_BASED","2024-12-06T22:49:39.706271790"
"USR_000756","PROD_000280","0,927","COLLABORATIVE","2024-12-05T23:49:39.706280332"
"USR_000756","PROD_000295","0,921","CONTENT_BASED","2024-12-06T13:49:39.706289332"
"USR_000885","PROD_000123","0,835","CONTENT_BASED","2024-12-06T01:49:39.706299639"
"USR_000885","PROD_000156","0,848","TRENDING","2024-12-06T11:49:39.706307813"
"USR_000885","PROD_000006","0,779","TRENDING","2024-12-05T23:49:39.706315927"
"USR_000885","PROD_000270","0,576","CONTENT_BASED","2024-12-05T23:49:39.706324038"
"USR_000885","PROD_000402","0,782","CONTENT_BASED","2024-12-06T17:49:39.706340897"
"USR_000106","PROD_000002","0,578","CONTENT_BASED","2024-12-05T23:49:39.706352018"
