"order_id","user_id","order_date","total_amount","status","payment_method","shipping_address"
"ORD_000520","USR_000808","2024-09-24T22:49:39.477985","5869,19","SHIPPED","BANK_TRANSFER","New York"
"ORD_000521","USR_000024","2024-11-08T22:49:39.478067103","3191,07","SHIPPED","CREDIT_CARD","Houston"
"ORD_000522","USR_000406","2024-11-16T22:49:39.478123290","2380,40","PENDING","CREDIT_CARD","New York"
"ORD_000523","USR_000475","2024-10-03T22:49:39.478286794","5268,14","SHIPPED","BANK_TRANSFER","Houston"
"ORD_000524","USR_000663","2024-09-14T22:49:39.478413850","5743,97","DELIVERED","PAYPAL","Los Angeles"
"ORD_000525","USR_000252","2024-11-02T22:49:39.478521846","3288,14","CANCELLED","DEBIT_CARD","New York"
"ORD_000526","USR_000098","2024-09-27T22:49:39.478578793","1375,04","DELIVERED","BANK_TRANSFER","Chicago"
"ORD_000527","USR_000141","2024-09-28T22:49:39.478613198","3686,52","DELIVERED","DEBIT_CARD","Houston"
"ORD_000528","USR_000011","2024-10-23T22:49:39.478652532","4158,87","DELIVERED","CREDIT_CARD","Houston"
"ORD_000529","USR_000159","2024-09-15T22:49:39.478712161","4341,14","CANCELLED","CREDIT_CARD","Chicago"
"ORD_000530","USR_000884","2024-10-08T22:49:39.478767223","6988,61","SHIPPED","DEBIT_CARD","Los Angeles"
"ORD_000531","USR_000057","2024-11-07T22:49:39.478819548","1880,08","CANCELLED","CREDIT_CARD","Houston"
"ORD_000532","USR_000326","2024-09-25T22:49:39.478865778","3048,51","CANCELLED","DEBIT_CARD","Chicago"
"ORD_000533","USR_000520","2024-10-31T22:49:39.478904142","867,45","CANCELLED","CREDIT_CARD","Chicago"
"ORD_000534","USR_000371","2024-09-23T22:49:39.478926761","5809,53","DELIVERED","BANK_TRANSFER","Los Angeles"
"ORD_000535","USR_000773","2024-10-09T22:49:39.478986327","639,01","SHIPPED","DEBIT_CARD","New York"
"ORD_000536","USR_000038","2024-10-11T22:49:39.479008139","3361,38","CONFIRMED","BANK_TRANSFER","Chicago"
"ORD_000537","USR_000586","2024-10-24T22:49:39.479050396","4502,50","PENDING","BANK_TRANSFER","Miami"
"ORD_000538","USR_000090","2024-11-28T22:49:39.479093592","1928,37","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000539","USR_000387","2024-10-25T22:49:39.479116546","2959,16","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000540","USR_000837","2024-10-30T22:49:39.479148448","3817,44","DELIVERED","CREDIT_CARD","Houston"
"ORD_000541","USR_000481","2024-11-15T22:49:39.479203361","1819,70","DELIVERED","PAYPAL","New York"
"ORD_000542","USR_000893","2024-11-10T22:49:39.479262443","3732,56","DELIVERED","BANK_TRANSFER","New York"
"ORD_000543","USR_000460","2024-11-26T22:49:39.479314429","3741,89","CANCELLED","CREDIT_CARD","Chicago"
"ORD_000544","USR_000722","2024-09-19T22:49:39.479365112","1562,52","PENDING","BANK_TRANSFER","Los Angeles"
"ORD_000545","USR_000545","2024-09-23T22:49:39.479407001","626,42","CONFIRMED","PAYPAL","New York"
"ORD_000546","USR_000229","2024-10-02T22:49:39.479429903","1156,13","CANCELLED","BANK_TRANSFER","New York"
"ORD_000547","USR_000993","2024-10-17T22:49:39.479492576","5012,19","DELIVERED","PAYPAL","Los Angeles"
"ORD_000548","USR_000874","2024-12-06T22:49:39.479553123","1269,96","CONFIRMED","BANK_TRANSFER","Miami"
"ORD_000549","USR_000939","2024-12-05T22:49:39.479583097","2716,88","PENDING","BANK_TRANSFER","Houston"
"ORD_000550","USR_000305","2024-10-09T22:49:39.479615197","947,17","PENDING","PAYPAL","Miami"
"ORD_000551","USR_000778","2024-11-17T22:49:39.479637065","2273,13","SHIPPED","CREDIT_CARD","Los Angeles"
"ORD_000552","USR_000640","2024-11-27T22:49:39.479680285","2414,57","CONFIRMED","CREDIT_CARD","Los Angeles"
"ORD_000553","USR_000376","2024-11-30T22:49:39.479733176","2013,72","CANCELLED","BANK_TRANSFER","New York"
"ORD_000554","USR_000355","2024-09-25T22:49:39.479766176","262,23","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000555","USR_000977","2024-10-02T22:49:39.479808603","1842,24","DELIVERED","CREDIT_CARD","Miami"
"ORD_000556","USR_000229","2024-11-30T22:49:39.479861964","1192,64","PENDING","DEBIT_CARD","Chicago"
"ORD_000557","USR_000496","2024-09-20T22:49:39.479884039","1438,42","PENDING","CREDIT_CARD","Los Angeles"
"ORD_000558","USR_000916","2024-11-11T22:49:39.479913937","501,73","DELIVERED","DEBIT_CARD","Houston"
"ORD_000559","USR_000202","2024-10-02T22:49:39.479949066","6418,25","SHIPPED","DEBIT_CARD","New York"
"ORD_000560","USR_000398","2024-11-23T22:49:39.480011379","58,41","CONFIRMED","DEBIT_CARD","Houston"
"ORD_000561","USR_000964","2024-09-23T22:49:39.480033115","1041,23","DELIVERED","BANK_TRANSFER","Chicago"
"ORD_000562","USR_000897","2024-10-14T22:49:39.480057080","3799,00","SHIPPED","CREDIT_CARD","Los Angeles"
"ORD_000563","USR_000578","2024-09-30T22:49:39.480124195","685,14","SHIPPED","CREDIT_CARD","Houston"
"ORD_000564","USR_000887","2024-09-20T22:49:39.480167424","780,00","PENDING","CREDIT_CARD","Houston"
"ORD_000565","USR_000738","2024-09-14T22:49:39.480198089","2027,31","SHIPPED","CREDIT_CARD","Houston"
"ORD_000566","USR_000640","2024-09-16T22:49:39.480260098","671,75","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000567","USR_000972","2024-12-02T22:49:39.480282006","199,38","DELIVERED","CREDIT_CARD","Houston"
"ORD_000568","USR_000960","2024-11-11T22:49:39.480311588","5434,29","SHIPPED","CREDIT_CARD","New York"
"ORD_000569","USR_000217","2024-10-16T22:49:39.480362495","579,54","DELIVERED","BANK_TRANSFER","New York"
"ORD_000570","USR_000075","2024-12-04T22:49:39.480384441","42,06","CONFIRMED","CREDIT_CARD","Miami"
"ORD_000571","USR_000770","2024-11-12T22:49:39.480405847","2917,01","SHIPPED","PAYPAL","Chicago"
"ORD_000572","USR_000345","2024-11-19T22:49:39.480447639","4207,87","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000573","USR_000863","2024-11-05T22:49:39.480505670","1843,33","PENDING","BANK_TRANSFER","Miami"
"ORD_000574","USR_000767","2024-11-24T22:49:39.480539847","2531,95","DELIVERED","CREDIT_CARD","New York"
"ORD_000575","USR_000677","2024-10-10T22:49:39.480589433","2369,71","SHIPPED","PAYPAL","Houston"
"ORD_000576","USR_000201","2024-11-06T22:49:39.480612159","463,27","PENDING","PAYPAL","Chicago"
"ORD_000577","USR_000391","2024-10-13T22:49:39.480633711","1353,15","CONFIRMED","BANK_TRANSFER","Los Angeles"
"ORD_000578","USR_000071","2024-10-26T22:49:39.480692090","689,89","SHIPPED","PAYPAL","Houston"
"ORD_000579","USR_000503","2024-09-15T22:49:39.480722631","1189,81","SHIPPED","DEBIT_CARD","Houston"
"ORD_000580","USR_000980","2024-12-04T22:49:39.480755089","6743,47","SHIPPED","BANK_TRANSFER","Houston"
"ORD_000581","USR_000235","2024-11-10T22:49:39.480807869","1818,59","CONFIRMED","BANK_TRANSFER","Los Angeles"
"ORD_000582","USR_000334","2024-11-28T22:49:39.480854349","2430,74","CANCELLED","PAYPAL","Los Angeles"
"ORD_000583","USR_000170","2024-10-07T22:49:39.480894060","2347,76","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000584","USR_000639","2024-09-26T22:49:39.480916955","4256,03","DELIVERED","CREDIT_CARD","Houston"
"ORD_000585","USR_000412","2024-11-23T22:49:39.480966674","2067,92","PENDING","CREDIT_CARD","Chicago"
"ORD_000586","USR_000145","2024-10-24T22:49:39.480988856","4145,38","PENDING","DEBIT_CARD","Los Angeles"
"ORD_000587","USR_000874","2024-10-20T22:49:39.481040609","835,22","CANCELLED","DEBIT_CARD","Los Angeles"
"ORD_000588","USR_000487","2024-11-16T22:49:39.481071682","3517,32","CANCELLED","DEBIT_CARD","New York"
"ORD_000589","USR_000779","2024-11-03T22:49:39.481133331","4586,69","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000590","USR_000516","2024-11-30T22:49:39.481214304","3858,76","CANCELLED","PAYPAL","Los Angeles"
"ORD_000591","USR_000428","2024-10-23T22:49:39.481274399","4247,53","CONFIRMED","PAYPAL","Chicago"
"ORD_000592","USR_000930","2024-10-30T22:49:39.481322802","2800,85","CONFIRMED","PAYPAL","Miami"
"ORD_000593","USR_000363","2024-09-28T22:49:39.481366897","1297,71","DELIVERED","PAYPAL","New York"
"ORD_000594","USR_000410","2024-11-06T22:49:39.481400245","350,49","CONFIRMED","DEBIT_CARD","Houston"
"ORD_000595","USR_000957","2024-11-12T22:49:39.481422142","2486,70","DELIVERED","BANK_TRANSFER","Chicago"
"ORD_000596","USR_000448","2024-11-14T22:49:39.481485923","2577,61","CANCELLED","PAYPAL","Miami"
"ORD_000597","USR_000694","2024-09-21T22:49:39.481529153","4891,31","SHIPPED","PAYPAL","Los Angeles"
"ORD_000598","USR_000472","2024-10-26T22:49:39.481583599","1767,78","SHIPPED","CREDIT_CARD","Chicago"
"ORD_000599","USR_000366","2024-09-14T22:49:39.481606423","1493,16","CONFIRMED","PAYPAL","New York"
"ORD_000600","USR_000496","2024-11-26T22:49:39.481629410","1902,22","CONFIRMED","PAYPAL","Houston"
"ORD_000601","USR_000870","2024-10-01T22:49:39.481672746","1914,84","CONFIRMED","BANK_TRANSFER","Houston"
"ORD_000602","USR_000442","2024-10-23T22:49:39.481722564","971,89","CONFIRMED","BANK_TRANSFER","Chicago"
"ORD_000603","USR_000608","2024-11-04T22:49:39.481764565","2028,99","SHIPPED","CREDIT_CARD","Chicago"
"ORD_000604","USR_000495","2024-09-16T22:49:39.481808936","1109,22","CANCELLED","PAYPAL","Miami"
"ORD_000605","USR_000942","2024-11-03T22:49:39.481848504","3211,74","CANCELLED","CREDIT_CARD","New York"
"ORD_000606","USR_000221","2024-10-09T22:49:39.481900811","2734,78","DELIVERED","BANK_TRANSFER","New York"
"ORD_000607","USR_000840","2024-11-20T22:49:39.481937173","2642,66","PENDING","BANK_TRANSFER","New York"
"ORD_000608","USR_000734","2024-11-02T22:49:39.481992303","3631,19","DELIVERED","BANK_TRANSFER","Chicago"
"ORD_000609","USR_000414","2024-10-29T22:49:39.482035138","1086,47","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000610","USR_000593","2024-11-27T22:49:39.482084598","3935,88","SHIPPED","DEBIT_CARD","Miami"
"ORD_000611","USR_000568","2024-11-05T22:49:39.482136799","659,22","PENDING","DEBIT_CARD","Miami"
"ORD_000612","USR_000807","2024-11-08T22:49:39.482180333","8004,39","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000613","USR_000763","2024-10-03T22:49:39.482242024","3950,35","PENDING","PAYPAL","Los Angeles"
"ORD_000614","USR_000926","2024-11-14T22:49:39.482304188","1383,33","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000615","USR_000422","2024-11-25T22:49:39.482348456","1798,51","CONFIRMED","CREDIT_CARD","Miami"
"ORD_000616","USR_000057","2024-11-08T22:49:39.482397792","1160,79","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000617","USR_000197","2024-09-12T22:49:39.482439810","1682,57","DELIVERED","PAYPAL","Miami"
"ORD_000618","USR_000611","2024-10-02T22:49:39.482478845","4351,53","DELIVERED","BANK_TRANSFER","New York"
"ORD_000619","USR_000195","2024-12-02T22:49:39.482539477","3334,38","DELIVERED","BANK_TRANSFER","New York"
"ORD_000620","USR_000693","2024-12-03T22:49:39.482571526","17,03","CANCELLED","DEBIT_CARD","Los Angeles"
"ORD_000621","USR_000252","2024-11-27T22:49:39.482592833","5010,77","CANCELLED","DEBIT_CARD","Los Angeles"
"ORD_000622","USR_000574","2024-10-24T22:49:39.482639141","555,04","CANCELLED","PAYPAL","Los Angeles"
"ORD_000623","USR_000981","2024-09-18T22:49:39.482678511","109,81","DELIVERED","BANK_TRANSFER","New York"
"ORD_000624","USR_000481","2024-11-20T22:49:39.482701105","2706,94","CANCELLED","BANK_TRANSFER","Chicago"
"ORD_000625","USR_000764","2024-11-25T22:49:39.482762034","3026,65","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000626","USR_000678","2024-11-28T22:49:39.482816721","278,36","CANCELLED","BANK_TRANSFER","Houston"
"ORD_000627","USR_000614","2024-12-05T22:49:39.482838380","3438,75","DELIVERED","PAYPAL","New York"
"ORD_000628","USR_000734","2024-11-29T22:49:39.482891227","5209,21","CANCELLED","DEBIT_CARD","Houston"
"ORD_000629","USR_000446","2024-11-22T22:49:39.482946099","2431,32","DELIVERED","BANK_TRANSFER","Los Angeles"
"ORD_000630","USR_000668","2024-10-05T22:49:39.483006284","756,35","CONFIRMED","BANK_TRANSFER","New York"
"ORD_000631","USR_000489","2024-12-06T22:49:39.483028190","1959,42","PENDING","DEBIT_CARD","Houston"
"ORD_000632","USR_000723","2024-10-27T22:49:39.483050839","1769,77","DELIVERED","PAYPAL","Miami"
"ORD_000633","USR_000390","2024-10-10T22:49:39.483079705","3216,45","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000634","USR_000709","2024-12-06T22:49:39.483119399","592,30","CONFIRMED","PAYPAL","New York"
"ORD_000635","USR_000572","2024-10-24T22:49:39.483141368","1574,26","CONFIRMED","PAYPAL","Houston"
"ORD_000636","USR_000893","2024-10-29T22:49:39.483180539","2644,86","CONFIRMED","DEBIT_CARD","New York"
"ORD_000637","USR_000488","2024-11-12T22:49:39.483240618","2968,75","CANCELLED","DEBIT_CARD","Los Angeles"
"ORD_000638","USR_000126","2024-09-22T22:49:39.483282833","4238,50","SHIPPED","BANK_TRANSFER","Chicago"
"ORD_000639","USR_000263","2024-09-26T22:49:39.483326125","4576,59","CANCELLED","PAYPAL","Houston"
"ORD_000640","USR_000390","2024-11-24T22:49:39.483379991","3282,93","PENDING","BANK_TRANSFER","Miami"
"ORD_000641","USR_000690","2024-11-30T22:49:39.483438648","46,90","PENDING","PAYPAL","Chicago"
"ORD_000642","USR_000345","2024-11-12T22:49:39.483460950","40,13","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000643","USR_000394","2024-10-09T22:49:39.483495663","2184,37","CANCELLED","DEBIT_CARD","Chicago"
"ORD_000644","USR_000327","2024-10-16T22:49:39.483548244","217,95","DELIVERED","CREDIT_CARD","Chicago"
"ORD_000645","USR_000180","2024-12-02T22:49:39.483569676","1538,10","DELIVERED","BANK_TRANSFER","Chicago"
"ORD_000646","USR_000522","2024-12-04T22:49:39.483591490","1358,89","DELIVERED","BANK_TRANSFER","Houston"
"ORD_000647","USR_000002","2024-12-05T22:49:39.483640538","1354,75","CANCELLED","CREDIT_CARD","New York"
"ORD_000648","USR_000230","2024-11-18T22:49:39.483669356","1267,92","PENDING","CREDIT_CARD","New York"
"ORD_000649","USR_000842","2024-10-22T22:49:39.483692200","4808,49","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000650","USR_000874","2024-11-20T22:49:39.483741144","3394,00","CONFIRMED","DEBIT_CARD","Los Angeles"
"ORD_000651","USR_000304","2024-10-29T22:49:39.483783475","4739,06","SHIPPED","DEBIT_CARD","Miami"
"ORD_000652","USR_000780","2024-11-18T22:49:39.483816911","195,78","PENDING","BANK_TRANSFER","Chicago"
"ORD_000653","USR_000170","2024-12-02T22:49:39.483845980","1828,33","CANCELLED","DEBIT_CARD","Miami"
"ORD_000654","USR_000795","2024-12-06T22:49:39.483869893","363,90","PENDING","PAYPAL","New York"
"ORD_000655","USR_000862","2024-10-07T22:49:39.483899389","2928,71","PENDING","BANK_TRANSFER","Miami"
"ORD_000656","USR_000691","2024-09-18T22:49:39.483951910","4412,04","PENDING","CREDIT_CARD","Chicago"
"ORD_000657","USR_000474","2024-12-03T22:49:39.484008074","5191,01","CANCELLED","PAYPAL","Chicago"
"ORD_000658","USR_000161","2024-10-24T22:49:39.484057675","3572,52","DELIVERED","CREDIT_CARD","Los Angeles"
"ORD_000659","USR_000599","2024-09-13T22:49:39.484120471","2753,54","PENDING","DEBIT_CARD","Miami"
"ORD_000660","USR_000168","2024-11-29T22:49:39.484194296","4308,07","CONFIRMED","PAYPAL","New York"
"ORD_000661","USR_000634","2024-10-03T22:49:39.484244757","3329,08","PENDING","DEBIT_CARD","Houston"
"ORD_000662","USR_000866","2024-10-04T22:49:39.484296711","1220,71","PENDING","PAYPAL","Miami"
"ORD_000663","USR_000968","2024-09-13T22:49:39.484336664","1909,41","PENDING","CREDIT_CARD","Los Angeles"
"ORD_000664","USR_000175","2024-11-21T22:49:39.484374213","4823,38","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000665","USR_000290","2024-09-27T22:49:39.484433836","1162,80","PENDING","PAYPAL","Houston"
"ORD_000666","USR_000732","2024-10-29T22:49:39.484465803","6253,58","PENDING","CREDIT_CARD","Houston"
"ORD_000667","USR_000141","2024-09-22T22:49:39.484523188","3757,42","PENDING","DEBIT_CARD","Los Angeles"
"ORD_000668","USR_000459","2024-10-29T22:49:39.484575582","640,52","CONFIRMED","DEBIT_CARD","Los Angeles"
"ORD_000669","USR_000388","2024-09-17T22:49:39.484615701","4836,83","DELIVERED","CREDIT_CARD","Los Angeles"
"ORD_000670","USR_000758","2024-09-12T22:49:39.484668571","2393,87","PENDING","BANK_TRANSFER","Houston"
"ORD_000671","USR_000599","2024-09-16T22:49:39.484725161","3864,57","CONFIRMED","CREDIT_CARD","Miami"
"ORD_000672","USR_000377","2024-12-02T22:49:39.484766709","1512,75","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000673","USR_000719","2024-09-17T22:49:39.484818574","5167,92","SHIPPED","CREDIT_CARD","Miami"
"ORD_000674","USR_000210","2024-10-29T22:49:39.484861423","3245,72","SHIPPED","PAYPAL","Chicago"
"ORD_000675","USR_000830","2024-09-17T22:49:39.484893295","1306,87","PENDING","DEBIT_CARD","Miami"
"ORD_000676","USR_000293","2024-11-05T22:49:39.484933795","3462,89","CONFIRMED","PAYPAL","Chicago"
"ORD_000677","USR_000208","2024-11-30T22:49:39.484986529","838,04","CANCELLED","BANK_TRANSFER","Los Angeles"
"ORD_000678","USR_000884","2024-09-27T22:49:39.485015264","1023,24","CANCELLED","CREDIT_CARD","Miami"
"ORD_000679","USR_000398","2024-11-11T22:49:39.485055102","876,28","PENDING","DEBIT_CARD","Chicago"
"ORD_000680","USR_000646","2024-10-05T22:49:39.485077076","5423,83","PENDING","BANK_TRANSFER","Los Angeles"
"ORD_000681","USR_000629","2024-10-23T22:49:39.485129069","24,66","CANCELLED","PAYPAL","New York"
"ORD_000682","USR_000017","2024-09-28T22:49:39.485151427","678,52","DELIVERED","CREDIT_CARD","Chicago"
"ORD_000683","USR_000181","2024-11-09T22:49:39.485195800","3455,64","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000684","USR_000766","2024-11-11T22:49:39.485249261","829,62","SHIPPED","CREDIT_CARD","Houston"
"ORD_000685","USR_000823","2024-10-31T22:49:39.485280954","2584,06","PENDING","PAYPAL","Los Angeles"
"ORD_000686","USR_000803","2024-10-07T22:49:39.485335030","4678,79","SHIPPED","BANK_TRANSFER","Houston"
"ORD_000687","USR_000382","2024-10-02T22:49:39.485387096","550,21","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000688","USR_000781","2024-10-13T22:49:39.485429940","2076,34","SHIPPED","CREDIT_CARD","Chicago"
"ORD_000689","USR_000745","2024-10-27T22:49:39.485464293","1489,67","SHIPPED","PAYPAL","Los Angeles"
"ORD_000690","USR_000568","2024-10-11T22:49:39.485496381","2431,98","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000691","USR_000270","2024-11-01T22:49:39.485535971","2102,78","CONFIRMED","BANK_TRANSFER","Houston"
"ORD_000692","USR_000765","2024-10-08T22:49:39.485568280","695,04","PENDING","DEBIT_CARD","Chicago"
"ORD_000693","USR_000740","2024-10-14T22:49:39.485598017","2858,50","DELIVERED","DEBIT_CARD","New York"
"ORD_000694","USR_000947","2024-09-27T22:49:39.485640791","1204,70","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000695","USR_000434","2024-12-05T22:49:39.485679867","747,99","DELIVERED","CREDIT_CARD","Chicago"
"ORD_000696","USR_000297","2024-09-27T22:49:39.485711393","3221,53","PENDING","PAYPAL","New York"
"ORD_000697","USR_000765","2024-11-05T22:49:39.485754574","2879,11","DELIVERED","BANK_TRANSFER","New York"
"ORD_000698","USR_000873","2024-10-19T22:49:39.485787362","1194,66","PENDING","CREDIT_CARD","Houston"
"ORD_000699","USR_000336","2024-10-05T22:49:39.485810040","5168,53","DELIVERED","BANK_TRANSFER","Miami"
"ORD_000700","USR_000178","2024-11-17T22:49:39.485862089","462,89","CANCELLED","BANK_TRANSFER","Houston"
"ORD_000701","USR_000540","2024-11-06T22:49:39.485883766","1903,03","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000702","USR_000809","2024-09-08T22:49:39.485943095","3578,55","CANCELLED","CREDIT_CARD","Chicago"
"ORD_000703","USR_000888","2024-12-02T22:49:39.485983620","2653,88","PENDING","DEBIT_CARD","Miami"
"ORD_000704","USR_000578","2024-10-08T22:49:39.486044792","5506,83","DELIVERED","BANK_TRANSFER","Los Angeles"
"ORD_000705","USR_000226","2024-11-03T22:49:39.486096765","2916,36","DELIVERED","PAYPAL","Los Angeles"
"ORD_000706","USR_000765","2024-10-18T22:49:39.486134987","4467,09","CONFIRMED","CREDIT_CARD","New York"
"ORD_000707","USR_000364","2024-10-02T22:49:39.486194902","2291,97","DELIVERED","BANK_TRANSFER","Houston"
"ORD_000708","USR_000258","2024-09-10T22:49:39.486254351","1820,19","DELIVERED","CREDIT_CARD","Chicago"
"ORD_000709","USR_000497","2024-10-30T22:49:39.486287079","2584,35","SHIPPED","BANK_TRANSFER","Miami"
"ORD_000710","USR_000856","2024-09-25T22:49:39.486328863","318,38","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000711","USR_000511","2024-10-07T22:49:39.486358707","703,32","DELIVERED","PAYPAL","Miami"
"ORD_000712","USR_000801","2024-10-21T22:49:39.486381805","55,96","DELIVERED","PAYPAL","Chicago"
"ORD_000713","USR_000047","2024-10-06T22:49:39.486410279","870,46","PENDING","DEBIT_CARD","Houston"
"ORD_000714","USR_000066","2024-11-19T22:49:39.486442791","5939,04","PENDING","BANK_TRANSFER","Los Angeles"
"ORD_000715","USR_000114","2024-10-08T22:49:39.486503078","5201,54","PENDING","BANK_TRANSFER","Chicago"
"ORD_000716","USR_000271","2024-12-03T22:49:39.486545374","2572,08","CANCELLED","CREDIT_CARD","Los Angeles"
"ORD_000717","USR_000658","2024-09-16T22:49:39.486577235","722,82","SHIPPED","PAYPAL","Miami"
"ORD_000718","USR_000375","2024-09-30T22:49:39.486623212","972,30","CANCELLED","DEBIT_CARD","New York"
"ORD_000719","USR_000307","2024-10-02T22:49:39.486676196","936,11","CANCELLED","CREDIT_CARD","Chicago"
"ORD_000720","USR_000142","2024-09-23T22:49:39.486708532","2292,96","CANCELLED","CREDIT_CARD","Miami"
"ORD_000721","USR_000811","2024-09-20T22:49:39.486740345","992,05","CONFIRMED","CREDIT_CARD","Los Angeles"
"ORD_000722","USR_000056","2024-11-15T22:49:39.486776888","1082,69","DELIVERED","DEBIT_CARD","New York"
"ORD_000723","USR_000849","2024-09-21T22:49:39.486809812","2527,38","PENDING","BANK_TRANSFER","Houston"
"ORD_000724","USR_000089","2024-11-07T22:49:39.486854572","5873,66","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000725","USR_000063","2024-11-04T22:49:39.486915876","5905,06","SHIPPED","CREDIT_CARD","Houston"
"ORD_000726","USR_000044","2024-09-19T22:49:39.486970609","1140,54","CANCELLED","DEBIT_CARD","Miami"
"ORD_000727","USR_000737","2024-11-27T22:49:39.486992644","3293,26","CANCELLED","PAYPAL","Chicago"
"ORD_000728","USR_000824","2024-11-01T22:49:39.487055616","1163,46","CANCELLED","BANK_TRANSFER","Miami"
"ORD_000729","USR_000421","2024-11-24T22:49:39.487091519","944,99","CANCELLED","PAYPAL","New York"
"ORD_000730","USR_000412","2024-09-22T22:49:39.487124439","142,38","DELIVERED","DEBIT_CARD","New York"
"ORD_000731","USR_000506","2024-09-08T22:49:39.487164868","828,32","PENDING","PAYPAL","Miami"
"ORD_000732","USR_000960","2024-11-18T22:49:39.487195481","606,10","PENDING","BANK_TRANSFER","Houston"
"ORD_000733","USR_000777","2024-09-10T22:49:39.487247780","955,88","CONFIRMED","CREDIT_CARD","Los Angeles"
"ORD_000734","USR_000528","2024-11-17T22:49:39.487292881","3867,56","CANCELLED","DEBIT_CARD","New York"
"ORD_000735","USR_000640","2024-11-24T22:49:39.487336890","3530,13","PENDING","PAYPAL","New York"
"ORD_000736","USR_000043","2024-10-23T22:49:39.487368747","1651,80","DELIVERED","CREDIT_CARD","New York"
"ORD_000737","USR_000668","2024-11-19T22:49:39.487390621","2503,12","CANCELLED","DEBIT_CARD","New York"
"ORD_000738","USR_000735","2024-10-21T22:49:39.487450305","4765,10","CONFIRMED","CREDIT_CARD","New York"
"ORD_000739","USR_000826","2024-11-19T22:49:39.487494392","3781,61","CONFIRMED","DEBIT_CARD","Los Angeles"
"ORD_000740","USR_000073","2024-12-03T22:49:39.487543992","2476,65","PENDING","CREDIT_CARD","Miami"
"ORD_000741","USR_000611","2024-11-10T22:49:39.487594926","2880,25","CONFIRMED","DEBIT_CARD","Los Angeles"
"ORD_000742","USR_000060","2024-10-07T22:49:39.487658916","2972,57","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000743","USR_000537","2024-10-01T22:49:39.487727596","7817,96","PENDING","CREDIT_CARD","New York"
"ORD_000744","USR_000875","2024-10-27T22:49:39.487810777","2373,85","DELIVERED","DEBIT_CARD","Chicago"
"ORD_000745","USR_000279","2024-09-17T22:49:39.487856976","2316,72","SHIPPED","PAYPAL","Houston"
"ORD_000746","USR_000047","2024-10-06T22:49:39.487889586","1260,97","CANCELLED","CREDIT_CARD","New York"
"ORD_000747","USR_000315","2024-10-04T22:49:39.487927710","800,17","PENDING","BANK_TRANSFER","Houston"
"ORD_000748","USR_000645","2024-10-13T22:49:39.487966724","1590,61","PENDING","BANK_TRANSFER","Houston"
"ORD_000749","USR_000549","2024-11-07T22:49:39.488020537","1927,08","SHIPPED","BANK_TRANSFER","Houston"
"ORD_000750","USR_000735","2024-10-30T22:49:39.488060746","1117,89","CONFIRMED","PAYPAL","Los Angeles"
"ORD_000751","USR_000887","2024-09-15T22:49:39.488098460","4772,10","SHIPPED","DEBIT_CARD","Houston"
"ORD_000752","USR_000725","2024-10-24T22:49:39.488155815","2195,13","CONFIRMED","DEBIT_CARD","Chicago"
"ORD_000753","USR_000176","2024-11-03T22:49:39.488254897","4382,14","SHIPPED","PAYPAL","Miami"
"ORD_000754","USR_000934","2024-09-28T22:49:39.488307309","3161,93","SHIPPED","CREDIT_CARD","Chicago"
"ORD_000755","USR_000045","2024-11-24T22:49:39.488349453","2392,45","PENDING","DEBIT_CARD","New York"
"ORD_000756","USR_000969","2024-11-30T22:49:39.488399707","2690,79","CONFIRMED","PAYPAL","Chicago"
"ORD_000757","USR_000309","2024-11-12T22:49:39.488454697","4414,65","SHIPPED","PAYPAL","Miami"
"ORD_000758","USR_000227","2024-10-10T22:49:39.488519307","3809,72","SHIPPED","DEBIT_CARD","Chicago"
"ORD_000759","USR_000855","2024-11-22T22:49:39.488562472","4575,85","PENDING","BANK_TRANSFER","Houston"
"ORD_000760","USR_000071","2024-10-26T22:49:39.488622088","896,44","DELIVERED","CREDIT_CARD","Miami"
"ORD_000761","USR_000147","2024-10-08T22:49:39.488648509","2093,00","PENDING","CREDIT_CARD","New York"
