"user_id","age_group","gender","location","preferred_categories","avg_order_value","total_orders","member_since","last_purchase_date"
"USR_000240","18-24","F","Los Angeles","ELECTRONICS|HOME|CLOTHING","181,51","42","2023-03-02","2023-10-15"
"USR_000241","25-34","F","Houston","CLOTHING|BOOKS|ELECTRONICS","296,49","9","2023-01-28","2023-02-07"
"USR_000242","25-34","M","Miami","ELECTRONICS|CLOTHING|HOME","285,45","43","2023-06-08","2023-08-09"
"USR_000243","25-34","F","Miami","BOOKS|CLOTHING|ELECTRONICS","478,92","46","2024-01-06","2024-07-14"
"USR_000244","25-34","F","New York","CLOTHING|HOME|BOOKS","365,92","26","2024-10-25","2024-10-28"
"USR_000245","65+","M","Houston","BOOKS|ELECTRONICS|HOME","260,30","24","2024-02-28","2024-05-24"
"USR_000246","45-54","M","Houston","BOOKS|HOME|CLOTHING","453,84","21","2023-08-23","2024-02-28"
"USR_000247","55-64","F","Houston","HOME|BOOKS|ELECTRONICS","132,41","41","2024-01-19","2024-08-02"
"USR_000248","65+","F","Los Angeles","ELECTRONICS|BOOKS|HOME","196,94","46","2023-02-22","2024-04-08"
"USR_000249","18-24","M","New York","HOME|CLOTHING|BOOKS","429,42","32","2023-10-07","2024-05-20"
"USR_000250","45-54","M","Los Angeles","ELECTRONICS|HOME|CLOTHING","324,95","21","2024-03-04","2024-03-07"
"USR_000251","45-54","M","New York","CLOTHING|BOOKS|ELECTRONICS","475,21","29","2024-07-06","2024-10-02"
"USR_000252","45-54","F","Houston","BOOKS|CLOTHING|ELECTRONICS","384,87","10","2024-10-12","2024-10-30"
"USR_000253","65+","M","Miami","HOME|CLOTHING|ELECTRONICS","382,61","30","2023-07-26","2024-05-29"
"USR_000254","55-64","F","Houston","HOME|CLOTHING|BOOKS","250,36","20","2024-04-27","2024-08-01"
"USR_000255","45-54","F","Miami","HOME|BOOKS|ELECTRONICS","239,66","6","2024-06-15","2024-08-11"
"USR_000256","65+","M","Miami","BOOKS|ELECTRONICS|CLOTHING","422,01","39","2024-03-13","2024-09-13"
"USR_000257","55-64","M","Miami","HOME|CLOTHING|BOOKS","80,98","33","2023-02-07","2024-11-02"
"USR_000258","35-44","M","Houston","HOME|ELECTRONICS|BOOKS","297,28","10","2022-12-15","2024-10-08"
"USR_000259","25-34","M","New York","BOOKS|CLOTHING|ELECTRONICS","104,44","12","2023-02-25","2024-05-14"
"USR_000260","35-44","M","Chicago","HOME|BOOKS|CLOTHING","452,12","44","2024-05-22","2024-11-01"
"USR_000261","25-34","F","Los Angeles","CLOTHING|BOOKS|HOME","256,01","32","2023-09-14","2023-09-22"
"USR_000262","65+","M","New York","HOME|BOOKS|CLOTHING","237,98","38","2023-09-24","2024-03-20"
"USR_000263","18-24","M","New York","BOOKS|HOME|CLOTHING","218,22","33","2024-08-16","2024-10-31"
"USR_000264","25-34","M","Los Angeles","CLOTHING|HOME|ELECTRONICS","111,08","5","2023-08-29","2024-01-23"
"USR_000265","25-34","M","Houston","HOME|BOOKS|CLOTHING","50,02","12","2024-08-24","2024-11-27"
"USR_000266","55-64","M","Chicago","BOOKS|CLOTHING|HOME","222,96","13","2023-12-12","2024-04-02"
"USR_000267","55-64","F","Chicago","ELECTRONICS|BOOKS|HOME","488,34","12","2023-12-26","2024-03-02"
"USR_000268","65+","F","Chicago","HOME|ELECTRONICS|BOOKS","413,83","10","2023-11-04","2024-07-22"
"USR_000269","65+","F","Houston","CLOTHING|ELECTRONICS|HOME","234,33","40","2023-09-25","2024-04-29"
"USR_000270","25-34","M","Chicago","BOOKS|HOME|ELECTRONICS","112,98","30","2024-05-01","2024-05-31"
"USR_000271","55-64","F","Miami","CLOTHING|HOME|ELECTRONICS","259,52","44","2024-09-07","2024-10-27"
"USR_000272","65+","M","Miami","CLOTHING|ELECTRONICS|HOME","362,69","19","2024-11-06","2024-11-17"
"USR_000273","18-24","M","Los Angeles","CLOTHING|ELECTRONICS|HOME","79,81","38","2024-07-07","2024-07-22"
"USR_000274","25-34","M","Los Angeles","HOME|BOOKS|ELECTRONICS","394,83","8","2024-05-22","2024-09-12"
"USR_000275","35-44","F","Houston","BOOKS|ELECTRONICS|CLOTHING","307,63","31","2024-02-25","2024-11-15"
"USR_000276","55-64","M","Los Angeles","HOME|BOOKS|ELECTRONICS","201,83","29","2024-08-22","2024-11-08"
"USR_000277","65+","F","Miami","HOME|CLOTHING|BOOKS","255,07","9","2022-12-22","2022-12-26"
"USR_000278","18-24","F","Miami","BOOKS|ELECTRONICS|CLOTHING","405,86","3","2024-09-08","2024-09-14"
"USR_000279","65+","M","Miami","BOOKS|ELECTRONICS|HOME","173,47","19","2023-06-23","2023-08-28"
"USR_000280","45-54","M","Miami","HOME|ELECTRONICS|BOOKS","293,18","49","2024-10-07","2024-10-09"
"USR_000281","45-54","F","New York","HOME|BOOKS|ELECTRONICS","277,12","24","2022-12-26","2023-05-03"
"USR_000282","25-34","M","New York","BOOKS|HOME|ELECTRONICS","392,39","30","2022-12-23","2024-07-27"
"USR_000283","45-54","F","Miami","BOOKS|ELECTRONICS|CLOTHING","61,63","50","2024-02-01","2024-10-29"
"USR_000284","25-34","M","Chicago","BOOKS|HOME|ELECTRONICS","338,52","9","2023-07-25","2024-04-25"
"USR_000285","25-34","F","New York","HOME|BOOKS|ELECTRONICS","189,63","7","2023-10-31","2024-09-30"
"USR_000286","55-64","M","Los Angeles","BOOKS|HOME|CLOTHING","426,81","48","2023-04-18","2023-09-30"
"USR_000287","45-54","F","Miami","ELECTRONICS|CLOTHING|BOOKS","329,34","5","2024-08-19","2024-11-21"
"USR_000288","65+","F","Chicago","CLOTHING|HOME|ELECTRONICS","72,92","3","2023-06-11","2024-11-07"
"USR_000289","45-54","F","New York","HOME|ELECTRONICS|BOOKS","393,67","15","2024-11-09","2024-11-11"
"USR_000290","35-44","F","Miami","CLOTHING|HOME|ELECTRONICS","458,57","26","2024-01-17","2024-08-07"
"USR_000291","18-24","F","Los Angeles","HOME|CLOTHING|BOOKS","140,39","39","2023-09-01","2023-11-08"
"USR_000292","65+","M","Miami","HOME|BOOKS|ELECTRONICS","304,39","4","2023-05-04","2023-05-30"
"USR_000293","45-54","F","Los Angeles","ELECTRONICS|HOME|BOOKS","306,04","28","2024-06-16","2024-07-23"
"USR_000294","35-44","F","Chicago","HOME|BOOKS|CLOTHING","373,84","7","2023-04-12","2024-05-04"
"USR_000295","25-34","M","Miami","CLOTHING|BOOKS|HOME","459,10","20","2024-10-30","2024-11-11"
"USR_000296","55-64","M","Miami","ELECTRONICS|BOOKS|CLOTHING","474,96","14","2023-07-01","2024-06-05"
"USR_000297","55-64","M","Miami","HOME|ELECTRONICS|CLOTHING","120,12","48","2023-10-18","2024-11-03"
"USR_000298","25-34","F","New York","ELECTRONICS|HOME|CLOTHING","289,06","9","2024-09-15","2024-11-02"
"USR_000299","65+","F","Miami","HOME|ELECTRONICS|CLOTHING","359,29","20","2023-02-28","2024-07-10"
"USR_000300","18-24","F","Los Angeles","ELECTRONICS|HOME|CLOTHING","167,87","44","2023-12-31","2024-03-04"
"USR_000301","18-24","M","Houston","CLOTHING|ELECTRONICS|BOOKS","494,22","23","2024-02-13","2024-09-25"
"USR_000302","18-24","F","Chicago","CLOTHING|ELECTRONICS|HOME","403,26","23","2024-08-25","2024-09-02"
"USR_000303","65+","M","Chicago","CLOTHING|ELECTRONICS|HOME","373,32","40","2023-08-20","2024-09-22"
"USR_000304","35-44","M","Miami","HOME|CLOTHING|ELECTRONICS","286,22","7","2023-08-16","2023-08-30"
"USR_000305","35-44","M","Chicago","CLOTHING|HOME|ELECTRONICS","392,58","9","2023-12-17","2024-03-21"
"USR_000306","18-24","F","Miami","HOME|BOOKS|CLOTHING","184,11","37","2024-04-24","2024-10-02"
"USR_000307","35-44","M","New York","HOME|CLOTHING|BOOKS","56,18","48","2024-08-23","2024-10-20"
"USR_000308","18-24","F","Chicago","HOME|BOOKS|CLOTHING","77,80","17","2024-03-18","2024-11-02"
"USR_000309","55-64","F","Miami","HOME|CLOTHING|ELECTRONICS","53,74","7","2023-03-20","2024-09-27"
"USR_000310","35-44","M","New York","HOME|ELECTRONICS|CLOTHING","262,83","33","2023-09-29","2024-03-18"
"USR_000311","45-54","F","Houston","BOOKS|HOME|ELECTRONICS","339,54","9","2023-02-07","2023-09-25"
"USR_000312","45-54","F","Chicago","HOME|ELECTRONICS|BOOKS","131,20","1","2023-07-03","2023-07-27"
"USR_000313","65+","F","Miami","ELECTRONICS|CLOTHING|BOOKS","311,61","11","2023-08-06","2024-06-08"
"USR_000314","65+","M","Chicago","CLOTHING|ELECTRONICS|BOOKS","62,83","37","2023-06-16","2024-11-12"
"USR_000315","65+","M","New York","CLOTHING|ELECTRONICS|BOOKS","100,97","6","2024-07-12","2024-08-23"
"USR_000316","25-34","F","New York","ELECTRONICS|CLOTHING|HOME","318,34","33","2024-10-21","2024-10-31"
"USR_000317","25-34","F","Chicago","BOOKS|CLOTHING|HOME","294,00","8","2022-12-13","2023-09-24"
"USR_000318","35-44","F","Miami","ELECTRONICS|CLOTHING|BOOKS","387,22","47","2024-06-02","2024-09-06"
"USR_000319","25-34","F","Miami","CLOTHING|HOME|BOOKS","223,10","19","2024-01-30","2024-11-22"
"USR_000320","18-24","M","New York","ELECTRONICS|CLOTHING|HOME","108,10","11","2023-12-02","2024-04-30"
"USR_000321","25-34","F","New York","HOME|ELECTRONICS|BOOKS","473,70","39","2024-07-26","2024-07-31"
"USR_000322","55-64","F","Chicago","BOOKS|ELECTRONICS|HOME","390,01","14","2023-07-24","2024-01-31"
"USR_000323","18-24","M","Chicago","HOME|ELECTRONICS|BOOKS","67,81","5","2024-03-24","2024-08-27"
"USR_000324","45-54","M","Houston","HOME|ELECTRONICS|BOOKS","126,42","17","2023-05-21","2024-10-21"
"USR_000325","18-24","M","New York","ELECTRONICS|CLOTHING|BOOKS","497,07","39","2023-04-13","2024-06-22"
"USR_000326","35-44","M","Miami","CLOTHING|ELECTRONICS|BOOKS","406,15","14","2024-03-25","2024-05-04"
"USR_000327","18-24","M","New York","BOOKS|CLOTHING|ELECTRONICS","90,55","1","2024-09-27","2024-11-02"
"USR_000328","55-64","M","Miami","BOOKS|ELECTRONICS|CLOTHING","237,56","31","2023-04-05","2024-04-20"
"USR_000329","45-54","M","New York","HOME|BOOKS|ELECTRONICS","115,26","49","2023-11-07","2023-12-07"
"USR_000330","18-24","F","Miami","BOOKS|HOME|CLOTHING","65,40","6","2023-02-21","2023-09-15"
"USR_000331","55-64","F","Los Angeles","BOOKS|ELECTRONICS|CLOTHING","469,62","12","2024-04-10","2024-04-23"
"USR_000332","45-54","F","Chicago","HOME|CLOTHING|ELECTRONICS","221,69","4","2023-02-13","2024-07-05"
"USR_000333","65+","M","Los Angeles","CLOTHING|ELECTRONICS|HOME","292,85","35","2023-12-05","2024-04-24"
"USR_000334","45-54","M","Los Angeles","HOME|BOOKS|ELECTRONICS","464,88","27","2023-11-03","2024-03-14"
"USR_000335","18-24","F","Los Angeles","ELECTRONICS|HOME|BOOKS","475,51","13","2023-08-15","2024-06-16"
"USR_000336","25-34","M","Houston","HOME|CLOTHING|BOOKS","123,81","38","2023-07-10","2023-12-31"
"USR_000337","25-34","F","Chicago","ELECTRONICS|BOOKS|CLOTHING","219,13","28","2024-07-13","2024-08-01"
"USR_000338","65+","M","Los Angeles","BOOKS|ELECTRONICS|HOME","275,55","2","2024-10-03","2024-10-12"
"USR_000339","65+","F","Los Angeles","CLOTHING|HOME|BOOKS","155,29","21","2024-11-20","2024-11-22"
"USR_000340","65+","F","Miami","BOOKS|CLOTHING|HOME","498,89","14","2023-10-10","2023-12-26"
"USR_000341","55-64","M","Los Angeles","BOOKS|ELECTRONICS|HOME","346,86","49","2023-10-17","2024-04-24"
"USR_000342","65+","M","Houston","CLOTHING|HOME|BOOKS","407,33","14","2024-05-06","2024-08-27"
"USR_000343","65+","F","Miami","ELECTRONICS|CLOTHING|HOME","57,02","5","2024-11-18","2024-12-02"
"USR_000344","25-34","F","Chicago","BOOKS|HOME|CLOTHING","78,36","23","2024-11-30","2024-12-04"
"USR_000345","25-34","F","Houston","ELECTRONICS|HOME|BOOKS","433,58","29","2024-01-15","2024-06-01"
"USR_000346","45-54","M","Miami","ELECTRONICS|HOME|CLOTHING","358,11","39","2024-10-01","2024-11-14"
"USR_000347","65+","F","Houston","BOOKS|HOME|CLOTHING","119,24","49","2024-03-07","2024-07-13"
"USR_000348","25-34","M","Chicago","CLOTHING|ELECTRONICS|HOME","82,84","10","2024-09-17","2024-11-12"
"USR_000349","45-54","M","Miami","ELECTRONICS|HOME|CLOTHING","460,48","5","2024-05-31","2024-07-14"
"USR_000350","55-64","M","Chicago","HOME|CLOTHING|BOOKS","421,56","8","2024-11-30","2024-12-03"
"USR_000351","55-64","M","Houston","BOOKS|CLOTHING|HOME","200,44","50","2024-08-18","2024-09-29"
"USR_000352","35-44","M","New York","ELECTRONICS|BOOKS|HOME","106,20","14","2023-03-29","2024-05-31"
"USR_000353","25-34","M","Los Angeles","BOOKS|CLOTHING|HOME","153,77","7","2024-07-04","2024-07-23"
"USR_000354","65+","M","Chicago","CLOTHING|ELECTRONICS|HOME","78,62","34","2023-07-29","2024-02-14"
"USR_000355","45-54","F","New York","HOME|ELECTRONICS|BOOKS","223,60","39","2024-04-28","2024-11-19"
"USR_000356","55-64","M","Los Angeles","BOOKS|ELECTRONICS|HOME","195,86","9","2023-09-20","2024-09-08"
"USR_000357","35-44","M","Los Angeles","HOME|ELECTRONICS|CLOTHING","483,66","26","2023-08-03","2024-04-04"
"USR_000358","65+","M","New York","CLOTHING|BOOKS|ELECTRONICS","447,90","35","2023-02-28","2023-11-20"
"USR_000359","55-64","F","Chicago","CLOTHING|BOOKS|ELECTRONICS","160,79","20","2023-10-02","2024-10-18"
"USR_000360","65+","F","Miami","HOME|CLOTHING|ELECTRONICS","354,44","20","2024-06-26","2024-10-13"
"USR_000361","35-44","F","Houston","ELECTRONICS|CLOTHING|BOOKS","165,77","22","2024-10-18","2024-10-29"
"USR_000362","65+","F","New York","CLOTHING|BOOKS|ELECTRONICS","219,81","10","2023-08-12","2023-10-05"
"USR_000363","65+","F","Houston","HOME|BOOKS|CLOTHING","82,76","34","2022-12-31","2023-01-31"
"USR_000364","55-64","M","Chicago","CLOTHING|BOOKS|ELECTRONICS","387,66","6","2024-09-22","2024-11-09"
"USR_000365","55-64","M","Houston","CLOTHING|HOME|ELECTRONICS","440,21","11","2023-03-26","2024-06-09"
"USR_000366","35-44","F","Houston","BOOKS|ELECTRONICS|HOME","149,47","43","2023-05-21","2023-11-27"
"USR_000367","65+","F","Los Angeles","HOME|ELECTRONICS|CLOTHING","498,63","45","2024-08-19","2024-11-30"
"USR_000368","65+","F","Los Angeles","CLOTHING|BOOKS|ELECTRONICS","323,53","41","2023-01-20","2023-03-09"
"USR_000369","18-24","F","Houston","BOOKS|CLOTHING|ELECTRONICS","353,06","49","2023-04-18","2023-12-01"
"USR_000370","25-34","F","New York","CLOTHING|BOOKS|ELECTRONICS","133,45","7","2023-12-14","2024-08-06"
"USR_000371","65+","F","Chicago","HOME|CLOTHING|BOOKS","60,54","1","2022-12-07","2024-07-23"
"USR_000372","65+","M","Houston","ELECTRONICS|HOME|CLOTHING","277,84","12","2024-03-27","2024-11-08"
"USR_000373","45-54","M","Houston","CLOTHING|HOME|ELECTRONICS","315,51","36","2023-12-15","2024-04-19"
"USR_000374","25-34","F","Chicago","CLOTHING|HOME|BOOKS","345,24","10","2024-07-24","2024-09-12"
"USR_000375","25-34","F","Miami","HOME|BOOKS|CLOTHING","308,43","17","2024-06-13","2024-06-29"
"USR_000376","35-44","F","Miami","CLOTHING|ELECTRONICS|HOME","440,93","43","2023-04-25","2024-04-25"
"USR_000377","25-34","M","New York","CLOTHING|BOOKS|HOME","215,49","15","2023-06-28","2023-08-25"
"USR_000378","65+","F","New York","BOOKS|HOME|CLOTHING","354,60","20","2022-12-09","2022-12-18"
"USR_000379","65+","M","Miami","CLOTHING|BOOKS|ELECTRONICS","129,79","28","2023-09-07","2023-09-24"
"USR_000380","65+","F","New York","ELECTRONICS|HOME|CLOTHING","60,76","11","2023-06-15","2023-09-10"
"USR_000381","25-34","F","Houston","CLOTHING|HOME|ELECTRONICS","406,80","8","2024-07-09","2024-09-03"
"USR_000382","18-24","F","Houston","CLOTHING|HOME|BOOKS","55,59","8","2024-06-24","2024-08-17"
"USR_000383","35-44","F","New York","ELECTRONICS|CLOTHING|HOME","409,46","18","2023-10-05","2024-01-06"
"USR_000384","55-64","F","New York","CLOTHING|ELECTRONICS|HOME","147,27","26","2023-11-30","2024-07-19"
"USR_000385","35-44","M","Houston","CLOTHING|ELECTRONICS|HOME","400,83","30","2022-12-31","2024-08-23"
"USR_000386","25-34","F","Miami","CLOTHING|HOME|ELECTRONICS","378,48","50","2023-11-19","2024-03-24"
"USR_000387","45-54","M","Chicago","ELECTRONICS|HOME|CLOTHING","194,52","25","2023-05-15","2023-06-11"
"USR_000388","18-24","M","Miami","BOOKS|HOME|CLOTHING","223,01","10","2024-04-13","2024-08-04"
"USR_000389","65+","M","Houston","HOME|BOOKS|CLOTHING","435,85","44","2024-12-03","2024-12-06"
"USR_000390","35-44","M","Houston","BOOKS|CLOTHING|HOME","410,37","43","2023-04-09","2023-06-30"
"USR_000391","45-54","M","Miami","BOOKS|ELECTRONICS|CLOTHING","349,12","7","2023-01-20","2024-03-05"
"USR_000392","55-64","M","Miami","HOME|BOOKS|CLOTHING","145,07","31","2024-03-07","2024-12-06"
"USR_000393","25-34","M","Los Angeles","CLOTHING|BOOKS|HOME","298,72","44","2023-06-18","2023-10-10"
"USR_000394","18-24","M","Houston","CLOTHING|HOME|BOOKS","149,70","7","2023-11-05","2024-12-04"
"USR_000395","35-44","M","New York","CLOTHING|ELECTRONICS|HOME","74,49","47","2024-01-14","2024-07-24"
"USR_000396","45-54","F","Houston","CLOTHING|ELECTRONICS|HOME","473,33","32","2024-09-27","2024-11-09"
"USR_000397","25-34","M","Chicago","HOME|ELECTRONICS|CLOTHING","124,27","41","2023-11-12","2024-07-17"
"USR_000398","65+","M","New York","BOOKS|ELECTRONICS|CLOTHING","119,44","28","2023-09-04","2024-04-29"
"USR_000399","45-54","M","Chicago","HOME|ELECTRONICS|CLOTHING","468,83","16","2024-08-18","2024-10-03"
"USR_000400","55-64","F","Houston","ELECTRONICS|CLOTHING|BOOKS","259,91","39","2024-02-21","2024-03-10"
"USR_000401","18-24","M","Chicago","HOME|CLOTHING|BOOKS","247,15","8","2024-08-09","2024-11-15"
"USR_000402","18-24","F","Miami","HOME|ELECTRONICS|CLOTHING","314,14","41","2024-01-18","2024-10-02"
"USR_000403","55-64","M","Chicago","CLOTHING|BOOKS|HOME","52,37","20","2023-07-01","2024-07-02"
"USR_000404","55-64","F","New York","CLOTHING|BOOKS|HOME","135,03","39","2023-09-08","2024-03-28"
"USR_000405","45-54","M","New York","ELECTRONICS|BOOKS|HOME","331,22","34","2023-03-07","2024-02-01"
"USR_000406","45-54","F","Chicago","BOOKS|CLOTHING|HOME","55,75","6","2023-11-07","2023-11-22"
"USR_000407","35-44","M","Chicago","CLOTHING|BOOKS|ELECTRONICS","482,39","13","2023-01-10","2024-03-03"
"USR_000408","55-64","F","Houston","BOOKS|CLOTHING|ELECTRONICS","114,07","45","2024-07-26","2024-11-25"
"USR_000409","65+","M","Houston","HOME|ELECTRONICS|CLOTHING","251,51","4","2024-05-12","2024-10-26"
"USR_000410","45-54","M","Chicago","BOOKS|HOME|CLOTHING","333,22","22","2023-11-09","2024-09-03"
"USR_000411","65+","F","Miami","CLOTHING|HOME|BOOKS","183,33","35","2024-04-10","2024-06-06"
"USR_000412","25-34","M","New York","HOME|CLOTHING|BOOKS","450,94","40","2024-08-20","2024-11-09"
"USR_000413","65+","M","Miami","BOOKS|HOME|CLOTHING","253,68","5","2024-01-21","2024-10-23"
"USR_000414","35-44","F","Miami","ELECTRONICS|CLOTHING|BOOKS","300,89","47","2022-12-25","2024-10-27"
"USR_000415","35-44","M","Los Angeles","ELECTRONICS|CLOTHING|BOOKS","416,88","27","2024-02-25","2024-07-08"
"USR_000416","35-44","F","Los Angeles","HOME|CLOTHING|ELECTRONICS","362,78","38","2024-08-06","2024-09-22"
"USR_000417","35-44","F","Chicago","BOOKS|ELECTRONICS|CLOTHING","166,06","36","2023-03-29","2024-02-18"
"USR_000418","18-24","F","New York","BOOKS|ELECTRONICS|HOME","310,69","38","2023-09-10","2024-09-09"
"USR_000419","18-24","F","Houston","BOOKS|CLOTHING|ELECTRONICS","167,17","6","2024-03-03","2024-07-16"
"USR_000420","65+","M","Miami","HOME|CLOTHING|ELECTRONICS","250,85","2","2024-02-04","2024-05-16"
"USR_000421","65+","F","Los Angeles","ELECTRONICS|HOME|CLOTHING","139,17","39","2022-12-18","2023-09-20"
"USR_000422","55-64","F","New York","ELECTRONICS|HOME|CLOTHING","453,12","44","2024-03-15","2024-11-13"
"USR_000423","35-44","M","Miami","BOOKS|ELECTRONICS|HOME","315,97","32","2024-02-27","2024-05-28"
"USR_000424","65+","F","New York","BOOKS|CLOTHING|HOME","442,84","47","2023-11-21","2024-12-05"
"USR_000425","65+","F","Miami","HOME|ELECTRONICS|CLOTHING","437,88","25","2024-05-03","2024-12-02"
"USR_000426","65+","M","Los Angeles","BOOKS|CLOTHING|HOME","231,99","1","2023-10-02","2023-11-20"
"USR_000427","45-54","M","Houston","BOOKS|HOME|CLOTHING","232,94","33","2024-10-21","2024-11-26"
"USR_000428","18-24","M","Los Angeles","HOME|ELECTRONICS|CLOTHING","281,39","26","2023-10-14","2024-10-02"
"USR_000429","18-24","M","Miami","HOME|BOOKS|ELECTRONICS","61,00","25","2024-05-12","2024-07-30"
"USR_000430","55-64","M","Chicago","HOME|CLOTHING|ELECTRONICS","497,99","44","2024-11-05","2024-12-05"
"USR_000431","18-24","F","Miami","BOOKS|HOME|ELECTRONICS","55,87","4","2023-04-18","2024-08-13"
"USR_000432","65+","F","Chicago","BOOKS|ELECTRONICS|HOME","483,86","44","2024-05-04","2024-08-22"
"USR_000433","65+","M","Chicago","CLOTHING|BOOKS|HOME","263,44","34","2023-08-14","2024-07-10"
"USR_000434","18-24","M","New York","CLOTHING|HOME|ELECTRONICS","216,01","30","2024-05-29","2024-11-03"
"USR_000435","55-64","M","New York","BOOKS|HOME|ELECTRONICS","336,05","37","2023-12-18","2024-08-24"
"USR_000436","18-24","F","Miami","CLOTHING|BOOKS|HOME","448,52","40","2023-05-23","2024-09-17"
"USR_000437","25-34","F","Los Angeles","HOME|BOOKS|CLOTHING","156,01","41","2023-08-03","2024-04-21"
"USR_000438","55-64","F","Chicago","CLOTHING|BOOKS|ELECTRONICS","441,31","2","2024-07-03","2024-09-07"
"USR_000439","18-24","F","Chicago","CLOTHING|HOME|BOOKS","173,61","21","2024-05-10","2024-06-11"
"USR_000440","55-64","M","New York","BOOKS|HOME|ELECTRONICS","181,89","18","2023-04-19","2023-09-17"
"USR_000441","45-54","M","Los Angeles","HOME|BOOKS|CLOTHING","357,55","38","2023-03-08","2023-12-11"
"USR_000442","45-54","M","Los Angeles","BOOKS|HOME|CLOTHING","429,40","29","2023-06-11","2024-05-05"
"USR_000443","25-34","M","New York","ELECTRONICS|CLOTHING|HOME","367,91","3","2023-06-30","2023-07-09"
"USR_000444","45-54","M","Los Angeles","BOOKS|CLOTHING|HOME","322,44","39","2024-05-18","2024-09-18"
"USR_000445","65+","M","Los Angeles","CLOTHING|ELECTRONICS|HOME","74,83","18","2023-06-18","2023-12-01"
"USR_000446","25-34","F","Chicago","CLOTHING|HOME|BOOKS","54,78","6","2023-08-13","2023-09-16"
"USR_000447","35-44","M","Houston","ELECTRONICS|HOME|CLOTHING","107,98","43","2024-08-29","2024-11-29"
"USR_000448","45-54","M","Miami","CLOTHING|ELECTRONICS|BOOKS","485,61","7","2024-01-03","2024-04-07"
"USR_000449","55-64","M","Miami","ELECTRONICS|BOOKS|CLOTHING","434,83","14","2023-08-22","2023-09-02"
"USR_000450","18-24","M","Los Angeles","HOME|BOOKS|ELECTRONICS","213,41","32","2024-03-29","2024-07-27"
"USR_000451","55-64","M","Houston","HOME|ELECTRONICS|CLOTHING","478,02","24","2023-10-14","2023-12-22"
"USR_000452","45-54","M","Los Angeles","HOME|ELECTRONICS|BOOKS","205,02","10","2023-06-21","2024-02-20"
"USR_000453","55-64","M","Los Angeles","ELECTRONICS|HOME|BOOKS","344,63","8","2023-04-14","2024-09-08"
"USR_000454","45-54","F","New York","ELECTRONICS|BOOKS|HOME","84,02","41","2023-12-06","2024-12-02"
"USR_000455","25-34","F","Miami","CLOTHING|ELECTRONICS|BOOKS","152,86","49","2023-03-19","2023-11-26"
"USR_000456","65+","M","Chicago","BOOKS|ELECTRONICS|HOME","445,06","30","2023-10-10","2024-03-03"
"USR_000457","18-24","F","Chicago","HOME|ELECTRONICS|CLOTHING","403,78","47","2024-10-04","2024-11-02"
"USR_000458","25-34","F","Houston","BOOKS|HOME|CLOTHING","473,17","18","2024-08-09","2024-11-02"
"USR_000459","35-44","M","Houston","CLOTHING|ELECTRONICS|BOOKS","158,60","41","2023-10-03","2024-08-14"
"USR_000460","25-34","M","Houston","CLOTHING|ELECTRONICS|BOOKS","59,72","44","2024-07-25","2024-11-22"
"USR_000461","65+","M","Chicago","HOME|ELECTRONICS|BOOKS","244,32","21","2023-11-09","2024-10-27"
"USR_000462","45-54","F","Los Angeles","HOME|BOOKS|ELECTRONICS","419,11","48","2023-12-11","2024-05-14"
"USR_000463","65+","F","Chicago","HOME|ELECTRONICS|CLOTHING","373,11","37","2024-04-08","2024-05-03"
"USR_000464","35-44","F","Chicago","ELECTRONICS|BOOKS|CLOTHING","472,75","19","2023-02-26","2023-10-18"
"USR_000465","55-64","M","New York","HOME|BOOKS|ELECTRONICS","323,20","45","2023-08-18","2024-05-14"
"USR_000466","25-34","M","Miami","BOOKS|CLOTHING|ELECTRONICS","329,48","31","2024-04-25","2024-11-01"
"USR_000467","65+","F","Houston","HOME|BOOKS|ELECTRONICS","141,74","48","2024-09-07","2024-10-01"
"USR_000468","25-34","F","Chicago","HOME|CLOTHING|BOOKS","354,04","38","2023-10-23","2024-01-10"
"USR_000469","55-64","F","Houston","BOOKS|ELECTRONICS|CLOTHING","292,35","13","2023-07-15","2024-11-30"
"USR_000470","18-24","M","Chicago","ELECTRONICS|CLOTHING|BOOKS","177,68","12","2024-09-29","2024-11-20"
"USR_000471","55-64","M","Los Angeles","CLOTHING|BOOKS|HOME","82,92","33","2023-10-13","2024-05-08"
"USR_000472","55-64","M","Chicago","HOME|ELECTRONICS|BOOKS","317,39","12","2024-07-15","2024-07-29"
"USR_000473","55-64","M","Houston","BOOKS|CLOTHING|HOME","471,22","6","2024-07-25","2024-10-02"
"USR_000474","25-34","F","Chicago","BOOKS|CLOTHING|ELECTRONICS","183,16","21","2024-04-01","2024-09-11"
"USR_000475","45-54","M","Los Angeles","ELECTRONICS|HOME|CLOTHING","358,96","6","2023-06-30","2024-03-21"
"USR_000476","25-34","M","Los Angeles","BOOKS|ELECTRONICS|HOME","314,46","42","2024-03-27","2024-06-09"
"USR_000477","45-54","M","Chicago","BOOKS|CLOTHING|ELECTRONICS","346,91","5","2023-08-31","2024-01-29"
"USR_000478","65+","M","Houston","CLOTHING|BOOKS|HOME","150,42","38","2024-08-02","2024-11-16"
"USR_000479","55-64","M","Miami","BOOKS|ELECTRONICS|HOME","136,70","14","2024-10-27","2024-11-20"
"USR_000480","45-54","M","Houston","HOME|CLOTHING|BOOKS","300,08","3","2024-01-23","2024-05-08"
